,pca_bma,pca_lasso_bic,pca_lasso_cvshuffled,pca_lasso_cv,pca_lasso_ebic,pca_ols,pca_ridge_cv
pca_108,0.0,0.0,0.0,0.0,0.0001704051250871,0.0001725261126902,0.0001070480374619
pca_109,0.0,0.0,0.0,0.0,-4.51484012821287e-05,-4.726938888520357e-05,-2.932944603738608e-05
pca_110,0.0,0.0,0.0,0.0,-2.09750538928336e-06,-4.218492992357799e-06,-2.6174669378303707e-06
pca_111,0.0,0.0,0.0,0.0,-4.23814435595126e-05,-4.450243116258743e-05,-2.761261958527584e-05
pca_112,0.0,0.0,0.0,0.0,-0.0001353986368205,-0.0001375196244235,-8.532740741389184e-05
pca_113,0.0,0.0,0.0,0.0,-9.95504412966952e-05,-0.0001016714288997,-6.308451955453912e-05
pca_114,0.0,0.0,0.0,0.0,8.04887648312444e-05,8.260975243431926e-05,5.125723715337909e-05
pca_115,0.0,0.0,0.0,0.0,-6.42170509123178e-05,-6.633803851539309e-05,-4.116105510880179e-05
pca_116,0.0,0.0,0.0,0.0,-8.12189924869653e-05,-8.33399800900403e-05,-5.171032472503123e-05
pca_117,0.0,0.0,0.0,0.0,1.16939583670656e-06,3.290383439781639e-06,2.041598713572292e-06
pca_118,0.0,0.0,0.0,7.0952219950757405e-06,0.0001797270743927,0.0001818480619958,0.0001128320684293
pca_119,0.0,0.0,0.0,0.0,-7.60897247097759e-05,-7.821071231285116e-05,-4.8527745342680165e-05
pca_120,0.0,0.0,0.0,0.0,1.86777128246133e-05,2.079870042768813e-05,1.2905061314058747e-05
pca_121,0.0,0.0,0.0,0.0,-0.0001243980118499,-0.000126518999453,-7.850180115872888e-05
pca_122,0.0,0.0,0.0,0.0,-3.47123888772223e-05,-3.683337648029693e-05,-2.2854167429098284e-05
pca_123,0.0,0.0,0.0,0.0,0.0001213257489658,0.0001234467365689,7.659554066761068e-05
pca_124,0.0,0.0,0.0,0.0,-3.02871346554643e-05,-3.2408122258539466e-05,-2.010841044006744e-05
pca_125,0.0,0.0,0.0,0.0,6.60584278707699e-05,6.817941547384502e-05,4.230358238514465e-05
pca_126,0.0,0.0,0.0,0.0,0.0001019957698148,0.0001041167574178,6.460178331672312e-05
pca_127,0.0,0.0,0.0,0.0,-8.56364096370427e-05,-8.775739724011719e-05,-5.445121901165833e-05
pca_128,0.0,0.0,0.0,0.0,6.85290955037072e-06,8.973897153445505e-06,5.568073514684786e-06
pca_129,0.0,0.0,0.0,0.0,-7.17390763547143e-05,-7.386006395778891e-05,-4.582827938454585e-05
pca_130,0.0,0.0,0.0,0.0,0.0001442850768138,0.0001464060644169,9.084121599901692e-05
pca_131,0.0,0.0,0.0,0.0,0.0001160837118101,0.0001182046994132,7.334299077199669e-05
pca_132,0.0,0.0,0.0,0.0,0.0001465434484147,0.0001486644360178,9.224247777887456e-05
pca_133,0.0,7.41975421208202e-05,0.0,8.391738735396748e-05,0.0002565492397516,0.0002586702273547,0.0001604982559242
pca_134,0.0,0.0,0.0,0.0,-8.73064138928082e-05,-8.942740149588322e-05,-5.548741391192749e-05
pca_135,0.0,0.0,0.0,0.0,6.5876696832286e-05,6.799768443536118e-05,4.2190822926809535e-05
pca_136,0.0,0.0,0.0,0.0,-4.48998379686882e-05,-4.702082557176313e-05,-2.917521886287928e-05
pca_137,0.0,0.0,0.0,0.0,3.59835263795638e-05,3.81045139826396e-05,2.3642875717068103e-05
pca_138,0.0,0.0,0.0,0.0,0.0001476355975523,0.0001497565851554,9.292012836737912e-05
pca_139,0.0,0.0,0.0,0.0,-0.0001432558582925,-0.0001453768458956,-9.020261224733432e-05
pca_140,0.0,0.0,0.0,2.8074130652134204e-06,0.0001754392654629,0.0001775602530659,0.0001101715927263
pca_141,0.0,0.0,0.0,0.0,-9.47825215545248e-05,-9.69035091576e-05,-6.012614737993398e-05
pca_142,0.0,-3.89419511959805e-05,0.0,-4.866179642912742e-05,-0.0002212936488268,-0.0002234146364298,-0.000138623064052
pca_143,0.0,0.0,0.0,0.0,-0.0001078632559268,-0.0001099842435299,-6.824240828260667e-05
pca_144,0.0,0.0,0.0,0.0,0.0001121101482278,0.0001142311358309,7.087749626465564e-05
pca_145,0.0,0.0,0.0,0.0,6.96955295125075e-05,7.18165171155821e-05,4.456031086946881e-05
pca_146,0.0,0.0,0.0,7.143639501959355e-07,0.0001733462163478,0.0001754672039509,0.0001088729093178
pca_147,0.0,0.0,0.0,0.0,9.3657019129694e-05,9.577800673276891e-05,5.942780193031985e-05
pca_148,0.0,0.0,0.0,0.0,6.35410193327408e-05,6.566200693581491e-05,4.074159481535632e-05
pca_149,0.0,0.0,0.0,0.0,2.77643898051924e-05,2.988537740826747e-05,1.8543111825104872e-05
pca_150,0.0,0.0,0.0,0.0,0.0001138253025751,0.0001159462901782,7.194170564115806e-05
pca_151,0.0005932144089248,0.0004253052158679,0.0,0.000435025061101,0.0006076569134987,0.0006097779011018,0.0003783515815825
pca_152,0.0,0.0,0.0,0.0,0.0001124442960731,0.0001145652836762,7.108482645080556e-05
pca_153,0.0,0.0,0.0,0.0,-2.00197205694587e-05,-2.214070817253464e-05,-1.3737742773719509e-05
pca_154,0.0,0.0,0.0,0.0,-0.0001323827167277,-0.0001345037043307,-8.345610618277367e-05
pca_155,0.0,0.0,0.0,0.0,-8.54967712873973e-05,-8.761775889047228e-05,-5.436457698946918e-05
pca_156,0.0,0.0,0.0,0.0,-7.71379389134593e-05,-7.925892651653444e-05,-4.917813542911056e-05
pca_157,0.0,0.0,0.0,0.0,9.33568679672611e-05,9.54778555703355e-05,5.924156581580136e-05
pca_158,0.0,0.0,0.0,0.0,-6.2519546161123e-06,-8.372942219187086e-06,-5.19519635822229e-06
pca_159,0.0,0.0,0.0,0.0,-0.0001027852326595,-0.0001049062202626,-6.509162480715612e-05
pca_160,0.0,0.0,0.0,0.0,0.0001231961552185,0.0001253171428215,7.775607987805907e-05
pca_161,0.0,0.0,0.0,0.0,-6.07633999239195e-06,-8.197327595467019e-06,-5.086231978710428e-06
pca_162,1.70565873317084e-07,0.000123302705937,0.0,0.0001330225511702,0.0003056544035679,0.0003077753911709,0.0001909667533233
pca_163,0.0,0.0,0.0,0.0,-2.87012583669692e-05,-3.0822245970044514e-05,-1.912441479040201e-05
pca_164,0.0,0.0,0.0,0.0,-9.95834841625393e-05,-0.0001017044717656,-6.310502180712896e-05
pca_165,0.0,0.0,0.0,0.0,0.0001316930545283,0.0001338140421314,8.302818843859473e-05
pca_166,0.0,0.0,0.0,0.0,0.0001278334011954,0.0001299543887985,8.063337232568137e-05
pca_167,0.0,0.0,0.0,0.0,-7.55117821183504e-05,-7.763276972142541e-05,-4.816914675599044e-05
pca_168,-2.96790492483497e-07,-0.0001202542099038,0.0,-0.0001299740551369,-0.0003026059075346,-0.0003047268951377,-0.0001890752395548
pca_169,0.0,0.0,0.0,0.0,6.05778974898951e-05,6.269888509297049e-05,3.8903053547073815e-05
pca_170,0.0,0.0,0.0,0.0,-8.21613817063568e-05,-8.428236930943221e-05,-5.229505311708808e-05
pca_171,0.0,0.0,0.0,0.0,6.2682665474268e-05,6.480365307734383e-05,4.020900821403183e-05
pca_172,0.0,0.0,0.0,0.0,0.0001060778285406,0.0001081988161437,6.713459628391876e-05
pca_173,0.0,0.0,0.0,0.0,-1.2562427939821e-05,-1.4683415542895458e-05,-9.110683551584536e-06
pca_174,0.0,0.0,0.0,0.0,6.71568376622172e-05,6.927782526529188e-05,4.2985117549126326e-05
pca_175,0.0,0.0,0.0,0.0,-0.0001035865274935,-0.0001057075150966,-6.558880774408937e-05
pca_176,0.0,0.0,0.0,0.0,-3.83190636776859e-05,-4.044005128076071e-05,-2.509201683712633e-05
pca_177,0.0,0.0,0.0,0.0,-6.41766546043321e-05,-6.62976422074071e-05,-4.113599023355973e-05
pca_178,0.0,0.0,0.0,0.0,-0.0001619566795203,-0.0001640776671233,-0.0001018059932088
pca_179,0.0,0.0,0.0,0.0,0.0001456679276748,0.0001477889152778,9.169923956692942e-05
pca_180,1.33169916273674e-08,0.0,0.0,0.0,0.0001388148347018,0.0001409358223049,8.744707076848189e-05
pca_181,-5.77150658292693e-08,-9.56671417778509e-05,0.0,-0.0001053869870109,-0.0002780188394086,-0.0002801398270117,-0.0001738195930397
pca_182,0.0,0.0,0.0,0.0,1.3513646027513e-05,1.563463363058758e-05,9.700890030464802e-06
pca_183,0.0,0.0,0.0,0.0,-7.47313679287868e-05,-7.685235553186198e-05,-4.768491972451346e-05
pca_184,0.0,0.0,0.0,0.0,-3.41819025360198e-05,-3.6302890139095184e-05,-2.2525014231123755e-05
pca_185,0.0,0.0,0.0,0.0,-8.18691083812145e-05,-8.399009598428943e-05,-5.211370499899119e-05
pca_186,0.0,0.0,0.0,0.0,4.79951792312103e-05,5.0116166834285054e-05,3.109579889717828e-05
pca_187,0.0,0.0,0.0,0.0,7.77562986491488e-05,7.987728625222435e-05,4.956181181941986e-05
pca_188,0.0,0.0,0.0,0.0,-0.0001288371370944,-0.0001309581246974,-8.125616476236606e-05
pca_189,0.0,0.0,0.0,0.0,-1.64239867982749e-05,-1.8544974401350247e-05,-1.1506681994345664e-05
pca_190,0.0,0.0,0.0,0.0,-8.26663554391945e-05,-8.478734304226967e-05,-5.260837639451685e-05
pca_191,0.0,0.0,0.0,0.0,2.13096520320682e-05,2.3430639635143392e-05,1.4538112233041392e-05
pca_192,0.0,0.0,0.0,0.0,-6.06945627695074e-05,-6.281555037258238e-05,-3.897544136725768e-05
pca_193,0.0,0.0,0.0,0.0,-3.20952567595545e-05,-3.421624436262974e-05,-2.123030393037064e-05
pca_194,0.0,0.0,0.0,0.0,6.92444736553645e-06,9.045434968610886e-06,5.612460898127225e-06
pca_195,0.0,0.0,0.0,0.0,9.60682934453394e-05,9.818928104841354e-05,6.092393593141298e-05
