model,rmse,diff to best
pca50_ols,0.0022129976485171033,0.0
pca50_lasso_cv,0.0022365849620508273,2.3587313533723984e-05
pca50_ridge_cv,0.0022573397344511485,4.43420859340452e-05
pca50_lasso_bic,0.002372191677165102,0.00015919402864799856
pca50_bma,0.0024788006647609023,0.00026580301624379906
